ANNO,ID_SEZIONE_CENSIMENTO_ISTAT,TOT_RESIDENTI,TOT_RESIDENTI_ITALIANI,TOT_RESIDENTI_STRANIERI
2020,283,<10,-,-
2020,173,51,-,-
2020,1022,43,-,-
2020,787,26,-,-
2020,521,112,89,23
2020,477,62,-,-
2020,858,74,-,-
2020,1266,157,140,17
2020,1276,20,-,-
2020,815,14,-,-
2020,937,29,-,-
2020,859,13,-,-
2020,530,74,56,18
2020,282,35,-,-
2020,1177,<10,-,-
2020,656,22,-,-
2020,650,237,-,-
2020,1602,577,517,60
2020,742,125,114,11
2020,816,45,-,-
2020,130,<10,-,-
2020,984,14,-,-
2020,1235,15,-,-
2020,1503,46,-,-
2020,17,18,-,-
2020,621,91,-,-
2020,464,524,506,18
2020,1635,55,-,-
2020,681,32,20,12
2020,1265,21,-,-
2020,1598,54,-,-
2020,1062,31,-,-
2020,364,256,187,69
2020,643,320,302,18
2020,1646,59,-,-
2020,1594,35,-,-
2020,1543,92,-,-
2020,249,924,803,121
2020,1537,71,-,-
2020,1131,21,-,-
2020,929,12,-,-
2020,675,63,-,-
2020,1147,96,-,-
2020,1395,57,46,11
2020,1227,<10,-,-
2020,1155,35,-,-
2020,876,27,-,-
2020,1401,<10,-,-
2020,1025,61,-,-
2020,494,189,151,38
2020,1544,55,-,-
2020,700,44,-,-
2020,1105,27,-,-
2020,1076,76,65,11
2020,402,47,-,-
2020,407,159,141,18
2020,400,31,-,-
2020,423,31,-,-
2020,1194,184,155,29
2020,1432,136,-,-
2020,792,211,-,-
2020,666,14,-,-
2020,965,58,-,-
2020,1596,27,-,-
2020,346,55,-,-
2020,598,79,61,18
2020,236,64,49,15
2020,1407,<10,-,-
2020,595,128,-,-
2020,151,241,92,149
2020,936,111,73,38
2020,1349,30,-,-
2020,1067,17,-,-
2020,535,214,121,93
2020,1597,<10,-,-
2020,1006,58,-,-
2020,726,517,370,147
2020,568,80,62,18
2020,744,59,-,-
2020,890,22,-,-
2020,891,24,-,-
2020,601,15,-,-
2020,1301,122,-,-
2020,1109,11,-,-
2020,1278,34,23,11
2020,1290,11,-,-
2020,895,21,-,-
2020,1132,<10,-,-
2020,1007,<10,-,-
2020,148,237,170,67
2020,1347,11,-,-
2020,44,146,91,55
2020,223,<10,-,-
2020,1063,11,-,-
2020,667,40,-,-
2020,104,22,-,-
2020,534,50,-,-
2020,520,132,100,32
2020,229,246,190,56
2020,489,195,171,24
2020,1445,15,-,-
2020,1484,168,-,-
2020,1512,12,-,-
2020,738,267,204,63
2020,1626,21,-,-
2020,1082,<10,-,-
2020,708,<10,-,-
2020,645,94,-,-
2020,446,<10,-,-
2020,699,68,53,15
2020,676,17,-,-
2020,415,46,-,-
2020,830,<10,-,-
2020,1110,<10,-,-
2020,776,<10,-,-
2020,978,13,-,-
2020,1510,169,-,-
2020,338,30,-,-
2020,638,132,-,-
2020,347,80,52,28
2020,582,46,-,-
2020,1463,10,-,-
2020,906,58,33,25
2020,371,122,96,26
2020,579,234,221,13
2020,275,39,-,-
2020,905,20,-,-
2020,1272,<10,-,-
2020,100,29,-,-
2020,558,49,-,-
2020,958,<10,-,-
2020,729,14,-,-
2020,1269,<10,-,-
2020,1280,<10,-,-
2020,350,85,54,31
2020,1176,124,88,36
2020,1205,122,82,40
2020,1410,14,-,-
2020,1096,<10,-,-
2020,1547,250,231,19
2020,712,257,197,60
2020,1052,93,-,-
2020,1224,19,-,-
2020,1198,<10,-,-
2020,771,82,-,-
2020,1535,350,303,47
2020,1567,148,137,11
2020,629,152,-,-
2020,1531,161,150,11
2020,784,53,-,-
2020,1536,79,-,-
2020,84,143,111,32
2020,413,144,123,21
2020,473,302,252,50
2020,827,12,-,-
2020,1577,513,495,18
2020,1316,47,-,-
2020,159,<10,-,-
2020,153,78,28,50
2020,1333,140,-,-
2020,139,72,59,13
2020,443,51,-,-
2020,1324,248,164,84
2020,1645,57,43,14
2020,1332,20,10,10
2020,418,1282,1088,194
2020,136,27,-,-
2020,305,352,235,117
2020,807,297,276,21
2020,1077,68,57,11
2020,1098,85,-,-
2020,356,53,35,18
2020,391,288,241,47
2020,310,213,200,13
2020,1209,111,47,64
2020,206,183,158,25
2020,1569,458,434,24
2020,920,371,226,145
2020,476,214,170,44
2020,512,76,56,20
2020,12,19,-,-
2020,76,41,-,-
2020,217,140,123,17
2020,1608,103,-,-
2020,843,267,256,11
2020,97,247,85,162
2020,1208,100,78,22
2020,1134,<10,-,-
2020,1213,15,-,-
2020,923,998,860,138
2020,983,434,382,52
2020,808,74,-,-
2020,1530,88,78,10
2020,679,37,-,-
2020,40,54,-,-
2020,1534,36,-,-
2020,479,253,202,51
2020,114,139,109,30
2020,625,63,30,33
2020,538,97,86,11
2020,199,115,97,18
2020,993,<10,-,-
2020,1502,298,141,157
2020,329,154,111,43
2020,1111,36,-,-
2020,478,12,-,-
2020,505,22,-,-
2020,546,86,72,14
2020,557,71,58,13
2020,232,865,722,143
2020,1588,<10,-,-
2020,1589,<10,-,-
2020,308,258,218,40
2020,874,159,65,94
2020,105,94,68,26
2020,22,37,-,-
2020,640,90,-,-
2020,1511,57,-,-
2020,1228,94,74,20
2020,677,41,31,10
2020,182,18,-,-
2020,1611,<10,-,-
2020,1262,20,-,-
2020,39,57,34,23
2020,193,140,118,22
2020,102,<10,-,-
2020,1515,108,-,-
2020,386,269,208,61
2020,973,<10,-,-
2020,175,41,29,12
2020,1429,1169,1035,134
2020,1540,161,-,-
2020,1587,185,171,14
2020,429,18,-,-
2020,1435,44,-,-
2020,586,102,-,-
2020,1255,<10,-,-
2020,1158,12,-,-
2020,1351,77,67,10
2020,1058,<10,-,-
2020,1010,133,116,17
2020,1038,19,-,-
2020,1562,185,174,11
2020,312,71,-,-
2020,313,279,158,121
2020,1121,103,88,15
2020,29,29,-,-
2020,1600,42,-,-
2020,536,385,268,117
2020,927,<10,-,-
2020,1355,138,107,31
2020,1223,<10,-,-
2020,179,29,-,-
2020,200,116,83,33
2020,198,90,61,29
2020,547,199,180,19
2020,1385,106,-,-
2020,1346,83,-,-
2020,1605,135,117,18
2020,834,54,-,-
2020,581,181,156,25
2020,243,54,-,-
2020,1200,131,104,27
2020,1617,61,-,-
2020,516,66,-,-
2020,914,193,130,63
2020,701,41,30,11
2020,519,113,-,-
2020,1406,27,-,-
2020,493,30,-,-
2020,599,53,-,-
2020,879,80,-,-
2020,225,<10,-,-
2020,1465,11,-,-
2020,897,69,-,-
2020,1163,27,-,-
2020,674,38,-,-
2020,641,35,-,-
2020,1584,20,-,-
2020,1001,128,102,26
2020,1184,49,-,-
2020,432,16,-,-
2020,883,224,208,16
2020,563,45,-,-
2020,362,109,90,19
2020,1203,97,51,46
2020,332,80,64,16
2020,1524,96,-,-
2020,178,18,-,-
2020,1186,31,-,-
2020,61,24,-,-
2020,865,336,264,72
2020,1620,<10,-,-
2020,526,10,-,-
2020,168,55,41,14
2020,177,46,35,11
2020,896,<10,-,-
2020,1279,388,327,61
2020,727,382,264,118
2020,1384,<10,-,-
2020,1444,13,-,-
2020,552,12,-,-
2020,989,<10,-,-
2020,348,121,96,25
2020,550,234,218,16
2020,688,173,123,50
2020,947,16,-,-
2020,1113,16,-,-
2020,1028,<10,-,-
2020,925,13,-,-
2020,774,<10,-,-
2020,735,<10,-,-
2020,799,62,-,-
2020,802,34,-,-
2020,644,80,-,-
2020,486,<10,-,-
2020,835,<10,-,-
2020,572,17,-,-
2020,794,80,-,-
2020,360,106,72,34
2020,737,102,84,18
2020,340,118,99,19
2020,647,22,-,-
2020,288,<10,-,-
2020,1057,<10,-,-
2020,226,<10,-,-
2020,747,91,72,19
2020,1299,<10,-,-
2020,1153,<10,-,-
2020,971,<10,-,-
2020,1457,51,35,16
2020,962,<10,-,-
2020,1430,<10,-,-
2020,602,36,-,-
2020,1071,<10,-,-
2020,354,117,93,24
2020,397,70,59,11
2020,955,87,73,14
2020,171,28,-,-
2020,373,69,22,47
2020,730,60,-,-
2020,404,21,-,-
2020,1628,<10,-,-
2020,192,<10,-,-
2020,1148,<10,-,-
2020,820,<10,-,-
2020,1104,<10,-,-
2020,1613,<10,-,-
2020,1159,<10,-,-
2020,1418,<10,-,-
2020,1059,<10,-,-
