ANNO;ID_SEZIONE_CENSIMENTO_ISTAT;TOT_RESIDENTI;TOT_RESIDENTI_ITALIANI;TOT_RESIDENTI_STRANIERI
2018;1217;<10;-;-
2018;1587;191;176;15
2018;424;35;23;12
2018;418;1296;1099;197
2018;1228;93;74;19
2018;1389;121;-;-
2018;1320;494;361;133
2018;1513;322;310;12
2018;64;61;-;-
2018;1213;15;-;-
2018;1636;77;-;-
2018;688;175;123;52
2018;14;65;50;15
2018;77;33;-;-
2018;765;464;418;46
2018;643;316;298;18
2018;649;130;-;-
2018;704;633;559;74
2018;644;82;-;-
2018;555;78;60;18
2018;944;101;-;-
2018;75;161;145;16
2018;1331;<10;-;-
2018;1319;37;-;-
2018;1315;82;47;35
2018;686;117;99;18
2018;453;93;-;-
2018;924;39;-;-
2018;95;62;-;-
2018;763;93;-;-
2018;963;77;-;-
2018;608;142;128;14
2018;46;41;-;-
2018;488;195;150;45
2018;986;272;214;58
2018;683;30;-;-
2018;575;243;-;-
2018;664;181;146;35
2018;682;<10;-;-
2018;672;62;35;27
2018;778;78;-;-
2018;666;16;-;-
2018;35;62;-;-
2018;55;<10;-;-
2018;776;<10;-;-
2018;965;70;-;-
2018;132;73;57;16
2018;920;389;261;128
2018;446;<10;-;-
2018;445;19;-;-
2018;439;17;-;-
2018;537;649;559;90
2018;137;45;30;15
2018;857;142;-;-
2018;885;174;-;-
2018;1246;<10;-;-
2018;1259;<10;-;-
2018;620;848;812;36
2018;615;212;154;58
2018;237;273;166;107
2018;1034;72;-;-
2018;514;36;-;-
2018;473;276;228;48
2018;368;39;27;12
2018;369;100;76;24
2018;512;78;54;24
2018;308;276;236;40
2018;1521;88;-;-
2018;1553;92;-;-
2018;378;110;-;-
2018;479;251;213;38
2018;498;61;-;-
2018;1167;<10;-;-
2018;1068;12;-;-
2018;1044;22;-;-
2018;1256;<10;-;-
2018;960;<10;-;-
2018;789;30;16;14
2018;569;305;-;-
2018;133;28;-;-
2018;886;14;-;-
2018;173;51;39;12
2018;1065;12;-;-
2018;1368;<10;-;-
2018;383;36;-;-
2018;3;<10;-;-
2018;1423;559;503;56
2018;1390;25;-;-
2018;1317;<10;-;-
2018;1292;<10;-;-
2018;1147;88;-;-
2018;1255;<10;-;-
2018;24;123;-;-
2018;1476;<10;-;-
2018;1062;35;-;-
2018;1032;13;-;-
2018;1067;11;-;-
2018;869;236;110;126
2018;467;22;-;-
2018;605;150;139;11
2018;1424;184;139;45
2018;1410;15;-;-
2018;175;33;20;13
2018;1179;24;-;-
2018;1170;38;-;-
2018;1097;52;-;-
2018;1138;15;-;-
2018;1175;158;113;45
2018;189;19;-;-
2018;1465;12;-;-
2018;256;27;-;-
2018;104;32;-;-
2018;1106;<10;-;-
2018;1006;56;-;-
2018;1005;10;-;-
2018;279;<10;-;-
2018;1238;<10;-;-
2018;739;40;-;-
2018;138;<10;-;-
2018;185;<10;-;-
2018;1293;<10;-;-
2018;161;<10;-;-
2018;1205;138;101;37
2018;579;229;213;16
2018;1283;<10;-;-
2018;1622;<10;-;-
2018;915;70;43;27
2018;1229;<10;-;-
2018;1527;<10;-;-
2018;1482;<10;-;-
2018;894;25;-;-
2018;7;22;-;-
2018;1420;<10;-;-
2018;567;80;-;-
2018;670;35;-;-
2018;1620;<10;-;-
2018;590;121;-;-
2018;211;30;-;-
2018;1456;<10;-;-
2018;317;98;70;28
2018;1370;<10;-;-
2018;558;54;-;-
2018;1375;<10;-;-
2018;996;<10;-;-
2018;1056;<10;-;-
2018;1198;<10;-;-
2018;111;<10;-;-
2018;226;<10;-;-
2018;1307;<10;-;-
2018;1431;<10;-;-
2018;1640;54;36;18
2018;10;12;-;-
2018;524;163;101;62
2018;227;35;-;-
2018;192;<10;-;-
2018;1628;<10;-;-
2018;181;15;-;-
2018;1280;<10;-;-
2018;110;32;17;15
2018;155;161;50;111
2018;1302;372;311;61
2018;326;40;-;-
2018;322;244;216;28
2018;209;121;90;31
2018;250;23;-;-
2018;481;94;84;10
2018;341;285;272;13
2018;201;80;65;15
2018;638;141;-;-
2018;646;79;-;-
2018;285;403;312;91
2018;769;209;166;43
2018;812;191;-;-
2018;1328;188;-;-
2018;1574;490;475;15
2018;1281;278;227;51
2018;654;348;337;11
2018;939;421;335;86
2018;1548;300;281;19
2018;957;375;344;31
2018;1404;<10;-;-
2018;1575;325;302;23
2018;1489;346;319;27
2018;1271;125;110;15
2018;940;102;90;12
2018;490;337;297;40
2018;1140;215;191;24
2018;837;63;-;-
2018;469;261;236;25
2018;1607;134;-;-
2018;603;42;29;13
2018;813;116;-;-
2018;933;112;53;59
2018;652;58;-;-
2018;258;<10;-;-
2018;1383;130;112;18
2018;1382;150;125;25
2018;219;10;-;-
2018;1115;160;138;22
2018;1609;117;-;-
2018;708;<10;-;-
2018;1532;60;-;-
2018;1484;174;-;-
2018;1060;<10;-;-
2018;1267;173;-;-
2018;476;199;162;37
2018;143;38;-;-
2018;930;36;25;11
2018;710;41;-;-
2018;149;265;131;134
2018;71;76;65;11
2018;70;49;-;-
2018;32;14;-;-
2018;12;20;-;-
2018;140;87;76;11
2018;1486;<10;-;-
2018;22;32;-;-
2018;735;<10;-;-
2018;805;138;-;-
2018;640;94;83;11
2018;17;20;-;-
2018;52;49;34;15
2018;736;481;385;96
2018;692;199;153;46
2018;900;78;20;58
2018;497;78;-;-
2018;828;49;-;-
2018;755;96;77;19
2018;766;20;-;-
2018;1120;<10;-;-
2018;1026;<10;-;-
2018;1025;58;-;-
2018;16;11;-;-
2018;1634;<10;-;-
2018;151;254;93;161
2018;517;63;-;-
2018;489;218;194;24
2018;544;338;278;60
2018;1316;49;-;-
2018;830;<10;-;-
2018;950;10;-;-
2018;1519;23;-;-
2018;851;61;-;-
2018;56;79;-;-
2018;1335;281;234;47
2018;388;627;530;97
2018;1172;<10;-;-
2018;223;<10;-;-
2018;215;28;17;11
2018;1511;53;-;-
2018;381;67;54;13
2018;1160;129;-;-
2018;222;<10;-;-
2018;193;150;111;39
2018;332;78;63;15
2018;653;296;-;-
2018;1156;216;201;15
2018;266;58;43;15
2018;1151;50;-;-
2018;935;58;19;39
2018;973;<10;-;-
2018;505;22;-;-
2018;1274;126;112;14
2018;450;83;-;-
2018;306;<10;-;-
2018;391;297;251;46
2018;1479;<10;-;-
2018;887;18;-;-
2018;1611;<10;-;-
2018;839;<10;-;-
2018;1017;<10;-;-
2018;1199;14;-;-
2018;198;100;72;28
2018;1380;58;-;-
2018;883;242;221;21
2018;1088;66;-;-
2018;619;54;-;-
2018;607;200;178;22
2018;1612;24;-;-
2018;902;1272;328;944
2018;642;168;-;-
2018;255;220;167;53
2018;1395;58;42;16
2018;1411;123;106;17
2018;200;117;87;30
2018;1130;<10;-;-
2018;660;114;-;-
2018;574;101;-;-
2018;1453;20;-;-
2018;287;96;-;-
2018;1427;115;-;-
2018;1353;59;43;16
2018;667;38;-;-
2018;420;62;-;-
2018;1169;98;69;29
2018;1193;368;190;178
2018;1402;<10;-;-
2018;1524;89;-;-
2018;1090;<10;-;-
2018;890;23;-;-
2018;352;108;93;15
2018;465;65;-;-
2018;565;56;-;-
2018;884;<10;-;-
2018;507;852;725;127
2018;160;<10;-;-
2018;1103;111;-;-
2018;1186;30;-;-
2018;747;100;81;19
2018;737;112;96;16
2018;1159;<10;-;-
2018;727;393;285;108
2018;1190;101;41;60
2018;1291;23;-;-
2018;865;342;278;64
2018;1466;<10;-;-
2018;1288;<10;-;-
2018;1373;<10;-;-
2018;1055;17;-;-
2018;1053;<10;-;-
2018;1059;<10;-;-
2018;1148;<10;-;-
2018;1047;58;-;-
2018;53;<10;-;-
2018;1483;<10;-;-
2018;1437;94;-;-
2018;376;411;273;138
2018;345;73;58;15
2018;880;46;-;-
2018;1339;24;-;-
2018;402;46;-;-
2018;1399;<10;-;-
2018;353;31;-;-
2018;1444;13;-;-
2018;1639;<10;-;-
2018;552;13;-;-
2018;1041;<10;-;-
2018;1273;<10;-;-
2018;324;70;-;-
2018;41;<10;-;-
2018;392;58;46;12
2018;384;51;-;-
2018;422;<10;-;-
2018;50;73;43;30
2018;6;10;-;-
2018;196;34;-;-
2018;355;140;111;29
2018;1269;<10;-;-
2018;1270;<10;-;-
